Image,Left_THUMB_MCP_angle,Left_INDEX_MCP_angle,Left_MIDDLE_MCP_angle,Left_RING_MCP_angle,Left_PINKY_MCP_angle,Left_INDEX_PIP_angle,Left_MIDDLE_PIP_angle,Left_RING_PIP_angle,Left_PINKY_PIP_angle,Left_INDEX_DIP_angle,Left_MIDDLE_DIP_angle,Left_RING_DIP_angle,Left_PINKY_DIP_angle,Right_THUMB_MCP_angle,Right_INDEX_MCP_angle,Right_MIDDLE_MCP_angle,Right_RING_MCP_angle,Right_PINKY_MCP_angle,Right_INDEX_PIP_angle,Right_MIDDLE_PIP_angle,Right_RING_PIP_angle,Right_PINKY_PIP_angle,Right_INDEX_DIP_angle,Right_MIDDLE_DIP_angle,Right_RING_DIP_angle,Right_PINKY_DIP_angle,Left_THUMB_TMC_angle,Left_THUMB_IP_angle,Left_THUMB_INDEX_Abduction_angle,Right_THUMB_TMC_angle,Right_THUMB_IP_angle,Right_THUMB_INDEX_Abduction_angle
img_001.jpg,141.76582398705943,150.72776934177722,163.7349542814688,162.15044134618466,132.51863246622588,178.03335496483075,177.37265268514832,170.67519276011413,163.82315372015248,170.31534255766954,177.67995294899444,171.88648182415804,173.84505433301044,146.36854691346247,172.53633108865128,14.65596958318799,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
img_002.jpg,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
img_003.jpg,149.36975509633828,114.3210442208273,120.36166196586939,118.80153346462102,120.37597371458547,99.47684792436361,63.78728356196326,59.140526937092304,66.47746829988164,100.88972864615478,131.4584177469709,144.0127528221415,130.7842884489309,145.0268466305072,150.2049601394824,47.22082525303374,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
img_004.jpg,151.19244877710148,121.27905718220995,88.30799008040171,73.62140798167964,63.32313320649993,79.92585946455888,100.7702901025434,108.68055660376655,115.97296883447943,135.95322837812571,83.89739911947761,88.80800097549906,102.0004398275042,163.6762713052959,118.09577428926328,38.679446621271154,124.24587821147378,175.00371824892662,171.8691703917114,174.60414437287181,159.89905723994278,174.41953971220428,172.38962044289468,178.20278235890132,174.48035249203537,173.2225770537878,176.36432431383108,175.768108361229,174.08140411258196,149.23192493360037,164.83707512878593,38.95368565973025
img_005.jpg,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,94.5840978811503,174.37520488771284,175.47690511374412,172.04272166654272,168.62091899584948,177.0671825904734,174.86806560019747,178.11424773189648,170.56498252284848,178.40749444098768,175.1860003961872,173.90444867295872,174.25776803060285,146.1189303017875,162.33027293430908,33.97539944928657
img_006.jpg,136.60660266658215,101.37668685629654,90.27570477264292,91.0397044619081,96.5381664512201,134.48415054628964,110.1344453163391,90.55573107902414,95.46903775135213,69.28890589776503,68.64323612867854,107.56344138027498,100.84491481063975,164.33132871302797,126.79698694705226,98.8976153150404,107.79170712313262,173.8067830377963,170.64803710915416,174.33354264640369,171.96513807919638,177.2374200038566,175.83879793265288,177.19092418326613,171.47624387622506,174.87275373805406,176.48459894777383,174.28904851193005,173.027721351934,162.702329784633,173.8482576412941,53.65882471409455
img_007.jpg,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,121.16111918704813,171.3063030313871,173.98230241886233,173.86434389915135,171.74279288843874,176.022704995837,175.0737410843161,177.1534756176732,175.23018528274153,177.73350421748148,177.09229733824637,175.6946788075193,175.27480901495207,151.82106200278778,119.54591436815039,32.52921632594741
img_008.jpg,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,116.4703677870379,172.4438755581948,166.9514506285868,161.46179411561906,119.55790063685494,177.12955137375627,176.28219424363027,173.14227543792416,107.37451946085527,176.44342739631767,174.54443783017916,170.40004703439942,167.67808080037523,133.85551844579962,163.90976322660126,26.98206804112256
img_009.jpg,146.50770330713223,110.21957623171986,114.12187171463196,120.0982353842525,120.51874870601434,98.98669183676833,52.358803056088675,42.17733436472873,39.135367464456515,102.20334808212651,129.90363646922341,145.62260489579825,150.46629873373504,142.91257662451338,153.11789846907988,35.04435031068629,117.62927456707712,175.06470216598888,176.456005197483,174.64093412859293,177.3011514207297,176.8091219040515,176.15714340097819,177.89638268626157,173.87486690665506,177.16150339213368,177.07410757216644,175.21288759528335,174.48023491460157,152.2316476622112,140.2628566880314,32.910666141921205
img_010.jpg,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,126.4142104407209,172.97257285402048,178.08809590243027,177.84754139628245,172.48809119921125,175.92740895099578,174.77616900717442,176.94802664995484,171.57933866782298,177.1317658758217,177.56297014191813,176.6015263536135,175.0399951017587,134.32177889250585,140.10660810630375,27.15023256574869
