Image,Left_THUMB_MCP_angle,Left_INDEX_MCP_angle,Left_MIDDLE_MCP_angle,Left_RING_MCP_angle,Left_PINKY_MCP_angle,Left_INDEX_PIP_angle,Left_MIDDLE_PIP_angle,Left_RING_PIP_angle,Left_PINKY_PIP_angle,Left_INDEX_DIP_angle,Left_MIDDLE_DIP_angle,Left_RING_DIP_angle,Left_PINKY_DIP_angle,Right_THUMB_MCP_angle,Right_INDEX_MCP_angle,Right_MIDDLE_MCP_angle,Right_RING_MCP_angle,Right_PINKY_MCP_angle,Right_INDEX_PIP_angle,Right_MIDDLE_PIP_angle,Right_RING_PIP_angle,Right_PINKY_PIP_angle,Right_INDEX_DIP_angle,Right_MIDDLE_DIP_angle,Right_RING_DIP_angle,Right_PINKY_DIP_angle,Left_THUMB_TMC_angle,Left_THUMB_IP_angle,Left_THUMB_INDEX_Abduction_angle,Right_THUMB_TMC_angle,Right_THUMB_IP_angle,Right_THUMB_INDEX_Abduction_angle
img_001.jpg,164.03509964239518,82.28860667710711,74.66595343885884,78.56710162941891,91.68824645874071,134.3307110943246,39.82477870307158,16.899903137414142,4.47747478730633,83.58211644116858,140.85588904433297,155.80871416437114,169.21990492231075,176.23340958253115,86.8819332620409,73.33602149862949,169.99907491879205,164.31929908887201,160.46907983993404,151.6686747831604,99.19971758750694,173.65614450425522,176.29123534519968,169.69856193128908,138.5771546972258,176.9323906541686,177.45035925576704,169.98570711258546,176.90396121878166,133.1526296531003,165.8801133792659,36.82638691164579
img_002.jpg,157.71728896609727,81.00715020438787,60.858764831023706,49.32858469521198,42.68002003438508,118.22330082239877,127.48679511796043,127.63112709450087,133.7277912126857,120.32174663661279,90.28863021133337,62.834455945489715,54.6592049287672,160.19106272492925,93.71680760580857,47.971381441063414,161.79391121672936,168.87533643938224,172.73324447983032,176.50428586262717,167.804620477436,175.43318654497145,175.9753783006958,177.3123005622287,150.7722817984565,178.85652195996494,178.92542465988853,175.7442608798084,126.28762379650989,131.711350062533,166.14174355043647,28.59371431780215
img_003.jpg,168.2934262597685,90.2497224018082,80.63350769831786,82.05138166570609,83.35438249225373,122.47796250497908,111.03383356999876,99.8926081675892,100.32355747574748,146.03832835108992,111.4784320327136,99.38219393161866,94.33082288176033,171.09406044331288,94.87414897723107,46.03967258154602,172.69203168126245,165.01125971605555,177.2416849128541,172.96135812333557,163.89873478338023,174.53215987853955,175.7762573392242,176.9917615109839,62.31388212301342,176.27744128395463,177.43465696542373,175.44490803037573,163.86264399109405,156.3557513527475,176.3839363419089,36.32285247742567
img_004.jpg,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
img_005.jpg,137.8806110723122,73.002986285608,60.65471683067492,60.66827091671214,72.03568107714814,140.54954268356943,60.03914269123183,42.659423051706035,50.39950814364238,81.37103622580698,113.29267752373929,142.0477077503581,137.69220376635255,166.7491906096033,122.08309568514757,91.60576674779725,170.82959785687586,168.78862547954424,174.71030139562254,172.4007054711496,166.58971470127744,174.80339902723887,174.86198679885317,176.88788329993983,35.867385497021,178.36047742112027,177.1039499920373,173.8562174214733,172.69373998195314,140.23859218739193,164.5563817676599,35.174949524926376
img_006.jpg,139.4330874008391,83.53189566666917,60.44678005926958,48.25155056240764,40.00521247173122,134.53838634970404,143.33383215952796,151.6944515634632,160.2810029516793,148.65645348210163,139.80168754331459,71.83432434688596,61.722536894614315,170.07971415119945,103.83679373451629,60.28310079278998,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
img_007.jpg,151.2116294254986,57.5182373245462,48.831747137776226,42.843511872185864,39.704523748207244,132.62724192995114,130.83423388405868,126.73045234962068,121.53040504954853,104.76941556603754,81.86942555826248,61.58444241324006,68.5797211221549,143.84315680121273,55.38802581087179,44.19595768440092,174.60882767432986,170.48286293804492,165.331232167317,169.7898021244283,118.94907489255263,178.19338327508436,176.6757373205267,166.57463256671787,123.21213095211843,177.49852243159805,179.0120252625388,175.083192517635,169.5739178013086,141.51701355791045,175.10932019758204,45.811375218587266
img_008.jpg,144.40010939335363,78.64075034548891,67.04386921212607,66.45276599140453,75.6802759199049,154.23948251717317,107.39824465483397,60.020551696136486,56.28669623904076,127.58867815512411,85.68885818591707,111.67300409090797,118.30141578020084,176.18291168577454,115.31030458725738,75.5694656168561,171.42437762012744,178.5725353232514,175.02482459516074,176.5485875051443,170.6196948521497,178.4700069623069,177.98523636049086,169.28731364575444,61.75588116597278,178.85474650081775,176.83057284628106,173.25599472681517,166.32414046500776,142.48946805604862,169.7280786866703,30.386963958177358
img_009.jpg,158.24114332937756,55.54468551440537,45.58252465464489,40.79444633807058,44.70275518357639,144.95913905674448,136.78785683047337,135.58620029558318,154.22860292657296,77.45458676578491,41.64522275425796,34.86486278764132,19.63600152053342,174.95859897716772,81.53603056486706,64.26909793417977,170.66555614781024,174.8268842338502,176.70408713057233,176.80485162883843,171.43638763938273,175.4002474774203,177.10571508719184,173.78999948418996,35.967850718304625,177.71744765560584,176.4201209023214,171.27668013616469,171.3466028994276,151.4596606249092,169.30009738879883,44.1266316583755
img_010.jpg,156.41494519230136,96.59725575680561,74.13435377967441,61.410343328021476,54.776977832019135,113.40537034705804,121.00917555966434,123.45196566443298,126.71245728146059,142.35896543302462,87.34473765708368,74.94320611423431,93.4390084846122,170.99761628937637,89.6261471040051,56.95812253138639,176.3510276070125,170.04032391126182,175.23062597275234,174.09782607771635,108.49297637274898,178.02927793410916,175.44674495467032,167.60525307497565,124.8154979250497,176.39186368578248,178.564380574355,176.27694986762737,172.90433119359727,149.74017422041942,175.7604349565115,36.16997673360978
img_011.jpg,140.58827919778466,68.66185340257678,59.045678088879825,60.8469362167929,73.18157507493912,145.4664219797148,53.40004810069405,48.00344364873524,77.19463599558937,72.73439654608289,112.52172330179035,132.54867634760808,107.38017143631451,166.3856927140609,123.21154844539105,81.95113747634912,176.41143382337822,165.47932371295272,177.94156848297033,172.98909768905898,143.77744038261815,176.4979788825499,176.44641302033477,174.24276677932485,83.72398527128034,177.66035133008393,178.19875062303404,174.08525581721662,164.81047586155242,145.84356568777997,175.02427971950527,41.35456059533489
img_012.jpg,132.51417085720328,75.0964200654272,63.58546168235861,67.46222910458934,80.80197865080034,141.15863024864873,78.27804461885349,47.352586140127315,24.794476537550523,87.6479732052403,109.92479291328377,131.1331423751283,152.75393106485498,163.39492973283697,140.58499655974114,96.59220309064952,175.30364973212556,172.8152786472371,176.59183794129302,167.30671857419537,125.35141464475196,176.84892491429625,175.81616499500635,167.112398958858,110.46764980646707,177.806784121838,177.43837690706158,172.86283615001395,172.23171495645298,136.68465470041,170.45819822582123,37.65239105795819
img_013.jpg,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
img_014.jpg,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,174.1976794469448,156.2924444974025,167.03464562349023,171.79580679896495,160.51541564846175,175.5663093958821,179.704429669593,176.83248621804495,159.9672915326655,175.96527083711962,177.80469615546616,175.8538040474066,166.33540287308608,148.6012323212599,170.36522947824827,40.52166389825057
img_015.jpg,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,174.38271700318677,173.0272069907827,179.22718787491416,174.51200852327688,167.45911506339385,176.82826079066442,177.22517063802485,174.4480800433183,31.819268206326157,178.34683747104907,175.9290320236789,171.71111801896683,174.7946953315163,144.92614424648158,170.04014536820534,30.903752899311034
img_016.jpg,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,177.68927074814226,175.73255029907887,175.07803655815638,171.29460997196904,135.60379243765885,177.03068276020684,176.47040498695208,170.9204816784285,85.31936690959387,178.53721687278713,177.60090883293185,174.90911266119335,172.63870444457692,142.73570277539443,171.0047450623664,27.61284949729516
img_017.jpg,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,179.66619518747194,174.72956406220504,172.65481383012428,176.05748533128474,164.62897903619861,176.82699044120537,175.33690486565212,171.36104316490997,61.75412431538317,177.33433799915977,177.96581879287305,172.773583102312,171.20499789915127,145.89065364839885,168.35060465871442,38.27489910383101
img_018.jpg,149.00175835014565,101.18670731893499,97.5695319764115,102.53367725974984,107.94149522030668,134.65669809522726,87.19174569059606,59.413302602204794,54.6480303714416,117.25883520931433,102.23289509384443,129.6511655653476,137.13590959751446,158.05716804216252,132.98514183749492,68.92490960134343,177.21686532281228,167.40604458226773,170.73433005075944,176.6238671934076,175.17474666456422,177.07794486586238,176.2926230110002,177.84139521689443,47.66852527770555,177.52272738230567,177.6038250341431,173.00675380773873,166.60265190324526,136.87380261630844,157.4052151879881,36.35162986257244
img_019.jpg,126.23161866530596,71.69385373705032,63.98063434760541,62.45692372461252,75.64519974213967,123.4044915066512,101.75193303772869,62.932634153060555,32.241791198789656,98.51962197898862,79.44365255059954,114.93132178300878,144.01521451947215,174.81299126886927,101.65132379107813,71.03518802776428,176.23150973021586,176.9719824229268,171.1909203483618,172.2314995533666,170.68040868428994,174.39692216669198,174.40676035623076,173.00026709232807,137.82288654414964,174.51702170120282,177.51707356222136,170.6503904604372,131.9334155527224,150.25358177623988,169.6518356601839,36.41136002124626
img_020.jpg,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
