Image,Left_THUMB_MCP_angle,Left_INDEX_MCP_angle,Left_MIDDLE_MCP_angle,Left_RING_MCP_angle,Left_PINKY_MCP_angle,Left_INDEX_PIP_angle,Left_MIDDLE_PIP_angle,Left_RING_PIP_angle,Left_PINKY_PIP_angle,Left_INDEX_DIP_angle,Left_MIDDLE_DIP_angle,Left_RING_DIP_angle,Left_PINKY_DIP_angle,Right_THUMB_MCP_angle,Right_INDEX_MCP_angle,Right_MIDDLE_MCP_angle,Right_RING_MCP_angle,Right_PINKY_MCP_angle,Right_INDEX_PIP_angle,Right_MIDDLE_PIP_angle,Right_RING_PIP_angle,Right_PINKY_PIP_angle,Right_INDEX_DIP_angle,Right_MIDDLE_DIP_angle,Right_RING_DIP_angle,Right_PINKY_DIP_angle,Left_THUMB_TMC_angle,Left_THUMB_IP_angle,Left_THUMB_INDEX_Abduction_angle,Right_THUMB_TMC_angle,Right_THUMB_IP_angle,Right_THUMB_INDEX_Abduction_angle
img_001.jpg,153.8462638933672,78.38601915730257,68.80435561930214,71.00956651697405,84.40911162749939,130.7552397060852,39.86531616587727,9.294566308572204,2.7044795301821973,91.66138605193792,148.41158145563278,159.79947870221864,172.41632964682728,174.24520961143548,90.43230565332354,76.37892526885186,167.3062762890628,155.77322851679654,93.71244904430267,68.09238611719128,58.88367176686276,177.07410381639588,101.63225376113195,121.03248934662244,133.43191851189465,179.6123589210663,170.23299068596765,170.17599664734186,169.63815964963078,133.82956915182967,165.33242908524218,41.04749287111711
img_002.jpg,121.40100097337458,102.10141754245495,94.68766110596746,80.3000810158475,72.48713664600096,100.76707166079264,84.59313109196746,93.12435545696377,119.34328963181659,97.39871845753115,108.6962185216172,137.71026512706183,139.87239356632875,136.53613659747896,159.33926200227182,60.52822833514369,176.5687028503281,168.7828988225187,50.82465617653744,42.717076049719005,48.4115402196327,175.93779666352506,152.15675320961256,139.9604325661438,143.15197531471583,175.5444634861954,171.88551709511583,109.77224942634723,122.08509642441234,155.70911200557882,173.39096498837932,40.330700855766985
img_003.jpg,158.99835507288043,64.79578768827812,54.57446185007756,52.428283861323585,59.24856113605174,118.48700277899752,102.98690870844281,76.02446834643719,69.02477038146957,98.38066039951723,82.06610017357559,98.73782584081675,114.2974345147417,170.06989343949186,70.30481228313468,57.17943632063336,161.81808131307648,162.4368102389008,51.78380208144577,33.189852300037366,32.04592979742953,178.9561037475008,145.92495854659057,142.7998468058591,154.30841249363542,177.79384432679709,129.11457005489197,75.52483641489084,53.200171047543705,152.40970605428979,158.31009469066436,35.55335965859624
img_004.jpg,160.38549032602774,45.72990672567395,33.64023351204928,33.226103585996064,41.99847325469712,171.57613660684478,174.7556986351256,155.7986722755679,162.56974822494183,83.99561549541922,29.32380743746181,23.58796355333544,28.021141478439567,154.00208449552596,134.9638964206159,48.96526691226811,166.54630795406018,151.26799505223926,155.85378286950657,162.21503796766078,171.08181136863396,173.23627888933441,39.831140899220955,21.249487508693182,13.663694126473368,175.59449363647664,168.61386247595698,168.1475727154884,170.1661751916013,140.23902308026632,162.7338981775446,30.210140674203195
img_005.jpg,147.29927426488152,100.20006212563342,96.79909343898312,100.05065805774731,104.55826685464436,40.40310278990111,31.769345881118003,42.75421362858986,39.923955374782,147.34010834191938,147.59923165244734,146.1484711645789,146.27213525073702,157.3096000650169,107.12520385108986,89.56565389360581,175.16591284243955,154.1609149758952,161.24586444301664,102.62337147094605,126.7868906925945,175.0577109509975,160.2236538299974,87.90175601368864,60.885627760011204,176.244759359984,168.54573970310753,133.35445564497812,107.88303115946455,133.86668693551994,170.63243493125373,34.45534914582177
img_006.jpg,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,177.8358666772606,144.5960678652243,43.19086230690795,40.413981564945885,53.445641054489734,173.0520031371823,167.2751600125859,158.25729826945144,151.92185601487233,179.0734957043881,176.07577565584987,159.90018980022424,158.04606772296256,139.73162024477432,172.09133826285853,33.04414963745572
img_007.jpg,155.63606032327675,122.23676556457333,127.81823164960706,128.0076810848891,123.01298179631483,83.01692046387389,41.83901340683787,46.00821141798627,55.125520723168684,113.16682896021766,144.30733677598124,149.734931903934,144.89811364140365,138.88409277305672,147.95888108998076,39.05897045948561,170.4396639180173,141.84479789840603,42.86373512264124,32.978010806310415,40.70016526627398,176.13088650458138,143.74913172450877,144.9499250983413,138.52474628364052,174.1134963898539,141.8418390028844,130.47867046140868,155.13106334164925,130.97619904019606,167.08622244769901,39.20818462568499
img_008.jpg,126.29439645173888,72.35948230216117,61.40411503611559,66.17643513460152,81.67265720499421,141.20542869455875,97.17506468253964,58.50790691243572,51.363398208684096,95.70052625353722,97.75645115202894,130.22433615381163,135.78746991576554,171.1612741623484,131.17050364037857,89.24109067605677,170.79589757057778,165.58564513707873,145.13738453342395,146.04090519528214,161.10632796169654,179.37355601166206,49.70250016050936,40.03665878835,29.56756412187945,176.13934492412892,168.38262165957698,167.13989110118777,169.83960222494474,146.60641488498493,164.54925339234012,38.24797205761066
img_009.jpg,143.384847025098,79.78842328484733,71.07419344319706,77.47145820593039,89.23512051858098,147.05522883030494,167.94875663422226,85.60271707727561,93.56156850536884,77.89561054594135,7.316864925861463,98.50205672678531,89.43313933098135,156.36146661504532,149.02085671981632,89.32713499708532,167.54138626465732,166.8705593673887,53.559374414300414,44.38443287551285,46.946930142494864,178.46117381987486,149.74201951970946,143.59249786069827,144.00544078943588,177.23589471773016,172.6646538969893,128.6062346427653,141.67232030425183,161.9824480862467,172.074924083026,46.100707002247795
img_010.jpg,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
