Image Path,x_1,y_1,z_1,x_2,y_2,z_2,x_3,y_3,z_3,x_4,y_4,z_4,x_5,y_5,z_5,x_6,y_6,z_6,x_7,y_7,z_7,x_8,y_8,z_8,x_9,y_9,z_9,x_10,y_10,z_10,x_11,y_11,z_11,x_12,y_12,z_12,x_13,y_13,z_13,x_14,y_14,z_14,x_15,y_15,z_15,x_16,y_16,z_16,x_17,y_17,z_17,x_18,y_18,z_18,x_19,y_19,z_19,x_20,y_20,z_20,x_21,y_21,z_21
.\dataset.\eight\img_001.jpg,0.17064492404460907,0.47419273853302,-3.2067310939964955e-07,0.272843599319458,0.5078268647193909,-0.022152327001094818,0.35812902450561523,0.5352790355682373,-0.04495362937450409,0.40451955795288086,0.5667640566825867,-0.06735911965370178,0.3916541039943695,0.5878319144248962,-0.08689218014478683,0.3304699659347534,0.42555391788482666,-0.06541886925697327,0.350580632686615,0.5587330460548401,-0.09773963689804077,0.3294317424297333,0.5844625234603882,-0.10930114984512329,0.3147856891155243,0.5668882131576538,-0.11720217764377594,0.2715328335762024,0.42463597655296326,-0.07589065283536911,0.28586333990097046,0.5927379131317139,-0.10757080465555191,0.26386892795562744,0.5811803340911865,-0.1071309819817543,0.25827038288116455,0.5351583361625671,-0.1098114401102066,0.21937304735183716,0.4437197744846344,-0.08752460032701492,0.23140600323677063,0.6048141717910767,-0.1110500767827034,0.21889109909534454,0.5812197923660278,-0.10042425990104675,0.22105607390403748,0.5363622903823853,-0.09587660431861877,0.17675836384296417,0.4696158766746521,-0.1029721349477768,0.19122636318206787,0.5982730388641357,-0.11600922793149948,0.1840171217918396,0.5765786170959473,-0.110407255589962,0.17975740134716034,0.5317845344543457,-0.10877624899148941
.\dataset.\eight\img_002.jpg,0.1623791605234146,0.6899443864822388,-4.5318805064198386e-07,0.19833239912986755,0.5528882741928101,-0.02031169831752777,0.2270815670490265,0.44961827993392944,-0.0483236126601696,0.249092698097229,0.4013950228691101,-0.07759415358304977,0.24194151163101196,0.4530718922615051,-0.1013484001159668,0.08553656190633774,0.37692785263061523,-0.045443639159202576,0.19238752126693726,0.37082573771476746,-0.07887881994247437,0.21134567260742188,0.42370980978012085,-0.0942336767911911,0.19095031917095184,0.4495849013328552,-0.10602609068155289,0.06175657734274864,0.44562259316444397,-0.058598946779966354,0.19620591402053833,0.4522029161453247,-0.08923251926898956,0.2084607183933258,0.49444884061813354,-0.09287627041339874,0.17879590392112732,0.499580442905426,-0.09888353943824768,0.06168873608112335,0.5219027996063232,-0.0740586519241333,0.19158995151519775,0.5231225490570068,-0.097054123878479,0.1978718638420105,0.5459722876548767,-0.09164661914110184,0.16342830657958984,0.5461311936378479,-0.09072081744670868,0.07673222571611404,0.5927267670631409,-0.09332407265901566,0.17748042941093445,0.5826437473297119,-0.1068287342786789,0.18622586131095886,0.5905746221542358,-0.10546868294477463,0.15923747420310974,0.5916762351989746,-0.10612505674362183
.\dataset.\eight\img_003.jpg,0.1281900852918625,0.5904196500778198,-1.3882980454127392e-07,0.15621286630630493,0.4851709306240082,-0.01681448146700859,0.2336672842502594,0.44563713669776917,-0.03695245459675789,0.3173929750919342,0.4564952254295349,-0.04867807775735855,0.3710518777370453,0.49321886897087097,-0.05621909350156784,0.19658905267715454,0.47797566652297974,-0.09448443353176117,0.30840781331062317,0.42663127183914185,-0.11191798001527786,0.32381710410118103,0.41183042526245117,-0.10213155299425125,0.3131391406059265,0.4189680218696594,-0.08999712020158768,0.21666693687438965,0.5537111163139343,-0.09265203028917313,0.33520764112472534,0.4902462065219879,-0.10868794471025467,0.3362218141555786,0.46178990602493286,-0.09265566617250443,0.31057000160217285,0.45986661314964294,-0.07925495505332947,0.23881977796554565,0.6161324977874756,-0.08620528131723404,0.3412666916847229,0.5494232177734375,-0.09115273505449295,0.3295653164386749,0.5161181092262268,-0.06812462955713272,0.30428484082221985,0.5124866366386414,-0.05284734442830086,0.2589988112449646,0.6641075015068054,-0.08027143776416779,0.3265865743160248,0.6033070683479309,-0.07582122087478638,0.31212374567985535,0.5700547695159912,-0.05801040679216385,0.29129889607429504,0.5680765509605408,-0.04675674065947533
.\dataset.\eight\img_004.jpg,0.6994400024414062,0.6255279183387756,6.396612093340082e-07,0.6359847187995911,0.6072922945022583,-0.02908278815448284,0.5799514055252075,0.5329553484916687,-0.04745886102318764,0.553209662437439,0.46098923683166504,-0.06169970706105232,0.5273449420928955,0.4008807837963104,-0.07773374021053314,0.6109181046485901,0.41312816739082336,-0.0554753802716732,0.580729603767395,0.31200551986694336,-0.08731472492218018,0.5614054799079895,0.24427491426467896,-0.10898030549287796,0.5477778911590576,0.18725371360778809,-0.12430774420499802,0.6587306261062622,0.40244680643081665,-0.0638754591345787,0.6353299021720886,0.2818443477153778,-0.09474257379770279,0.6177313923835754,0.19725051522254944,-0.11901111900806427,0.602519154548645,0.1241166889667511,-0.13541285693645477,0.7075079679489136,0.4198424518108368,-0.07409463822841644,0.6989259123802185,0.3041512072086334,-0.10915227979421616,0.689893901348114,0.2234642058610916,-0.1337723284959793,0.6806005835533142,0.1517953872680664,-0.1496879905462265,0.7543643116950989,0.45866355299949646,-0.08480335026979446,0.7700966596603394,0.37868085503578186,-0.12061530351638794,0.7786140441894531,0.3212401568889618,-0.1367701143026352,0.7831968665122986,0.26672160625457764,-0.1460137963294983
.\dataset.\eight\img_005.jpg,0.7956098914146423,0.5672633647918701,6.133916485850932e-07,0.7393563389778137,0.5415632128715515,-0.024856923148036003,0.6888429522514343,0.4727807343006134,-0.0386015921831131,0.6485067009925842,0.41797688603401184,-0.0495605394244194,0.609906017780304,0.3854909837245941,-0.06264214962720871,0.7235504984855652,0.394222229719162,-0.047617074102163315,0.7023405432701111,0.3042408525943756,-0.07522887736558914,0.6901737451553345,0.24453291296958923,-0.09382811933755875,0.6819450259208679,0.19280096888542175,-0.10751406848430634,0.7620584964752197,0.38641420006752014,-0.05498960614204407,0.7502361536026001,0.28362423181533813,-0.08195666968822479,0.7402790784835815,0.21431055665016174,-0.10223951935768127,0.735016942024231,0.15572227537631989,-0.11660963296890259,0.8005584478378296,0.4018004834651947,-0.06411659717559814,0.7987678647041321,0.3042815923690796,-0.09656687080860138,0.7927811145782471,0.2363121211528778,-0.12001974880695343,0.789072573184967,0.17612966895103455,-0.13574981689453125,0.8374210596084595,0.43523603677749634,-0.07359502464532852,0.8688306212425232,0.37218162417411804,-0.10800154507160187,0.8859990835189819,0.32522472739219666,-0.1255268156528473,0.8997582793235779,0.2818782329559326,-0.13659052550792694
.\dataset.\eight\img_006.jpg,0.77497798204422,0.6670036315917969,8.504154607180681e-07,0.7010835409164429,0.6467727422714233,-0.05476122722029686,0.6334292888641357,0.6147055625915527,-0.10525727272033691,0.5758363604545593,0.6016849279403687,-0.15101487934589386,0.5170456171035767,0.5948793888092041,-0.20271211862564087,0.6951467990875244,0.46062320470809937,-0.11798243224620819,0.6934033036231995,0.33800891041755676,-0.16186536848545074,0.693903923034668,0.2598738670349121,-0.19050265848636627,0.6971204280853271,0.18904730677604675,-0.21250636875629425,0.7627378702163696,0.46830710768699646,-0.12322509288787842,0.8003832101821899,0.3362039625644684,-0.16333329677581787,0.8246193528175354,0.25019675493240356,-0.19355981051921844,0.8484437465667725,0.1736140102148056,-0.21895374357700348,0.8160252571105957,0.5080191493034363,-0.1294509470462799,0.8734127879142761,0.39720362424850464,-0.17296388745307922,0.9148074388504028,0.32436585426330566,-0.20759421586990356,0.9499402642250061,0.2568182349205017,-0.2337769865989685,0.8548816442489624,0.5609244108200073,-0.13774114847183228,0.9196376204490662,0.49664780497550964,-0.17839159071445465,0.9645089507102966,0.45886194705963135,-0.19861193001270294,1.0019924640655518,0.41727516055107117,-0.21424899995326996
.\dataset.\eight\img_007.jpg,0.7596209049224854,0.761993408203125,7.804326287441654e-07,0.6569353938102722,0.7536216974258423,-0.05155567079782486,0.5673847794532776,0.6747024655342102,-0.08465783298015594,0.4951951205730438,0.6087183356285095,-0.11184338480234146,0.4225933849811554,0.5734010934829712,-0.1425456553697586,0.6187857985496521,0.47402793169021606,-0.08365361392498016,0.567019522190094,0.3411283493041992,-0.12540602684020996,0.5385657548904419,0.25214552879333496,-0.15528199076652527,0.5154011249542236,0.16923120617866516,-0.17974010109901428,0.6937593221664429,0.4350581765174866,-0.0924631878733635,0.6727855801582336,0.2601635158061981,-0.1352154165506363,0.6607445478439331,0.14263227581977844,-0.1713450402021408,0.6467521786689758,0.03755593299865723,-0.19837231934070587,0.7638807892799377,0.4495012164115906,-0.10477149486541748,0.7816531658172607,0.292649507522583,-0.16185711324214935,0.7922776341438293,0.17775964736938477,-0.2065281867980957,0.7957260608673096,0.07216092944145203,-0.23643739521503448,0.8246583938598633,0.502494752407074,-0.11822085827589035,0.8888134956359863,0.40924209356307983,-0.1782698780298233,0.9324402809143066,0.34790655970573425,-0.20966877043247223,0.9638848900794983,0.2875128388404846,-0.22981476783752441
.\dataset.\eight\img_008.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.\dataset.\eight\img_009.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.\dataset.\eight\img_010.jpg,0.147490993142128,0.5553776025772095,-5.934052538236756e-08,0.24884843826293945,0.5685243010520935,-0.022947335615754128,0.34161558747291565,0.6010708808898926,-0.05520958825945854,0.3847184479236603,0.6635701060295105,-0.08549082279205322,0.3665328919887543,0.7066260576248169,-0.1130092442035675,0.31626081466674805,0.475149005651474,-0.09240628778934479,0.36006438732147217,0.6206928491592407,-0.12355771660804749,0.3343081474304199,0.6515052318572998,-0.1276269555091858,0.3100423812866211,0.6304624080657959,-0.1302938610315323,0.25666677951812744,0.489846795797348,-0.10458899289369583,0.31185382604599,0.6482594609260559,-0.1316986232995987,0.28445279598236084,0.6615731120109558,-0.11832865327596664,0.26595255732536316,0.6265221834182739,-0.11282094568014145,0.20279614627361298,0.5240693092346191,-0.11651609092950821,0.257842093706131,0.6632387042045593,-0.13339322805404663,0.2394047975540161,0.6676240563392639,-0.110330730676651,0.22337676584720612,0.632657527923584,-0.09880676120519638,0.15684477984905243,0.5648542642593384,-0.13183991611003876,0.20709356665611267,0.6695057153701782,-0.13667570054531097,0.20267635583877563,0.6667281985282898,-0.12084386497735977,0.18822090327739716,0.6317721605300903,-0.11399315297603607
