Image Path,x_1,y_1,z_1,x_2,y_2,z_2,x_3,y_3,z_3,x_4,y_4,z_4,x_5,y_5,z_5,x_6,y_6,z_6,x_7,y_7,z_7,x_8,y_8,z_8,x_9,y_9,z_9,x_10,y_10,z_10,x_11,y_11,z_11,x_12,y_12,z_12,x_13,y_13,z_13,x_14,y_14,z_14,x_15,y_15,z_15,x_16,y_16,z_16,x_17,y_17,z_17,x_18,y_18,z_18,x_19,y_19,z_19,x_20,y_20,z_20,x_21,y_21,z_21
.\dataset\Eleven\img_001.jpg,0.14676456153392792,0.4800608456134796,-4.809951974493742e-07,0.2561320662498474,0.5136432647705078,-0.023827290162444115,0.3477102220058441,0.5389604568481445,-0.045668136328458786,0.39371877908706665,0.5670932531356812,-0.06653431802988052,0.37378108501434326,0.5908472537994385,-0.08396811038255692,0.3317015469074249,0.4184831976890564,-0.05380992218852043,0.34727686643600464,0.5601313710212708,-0.08357025682926178,0.31893444061279297,0.579422652721405,-0.09648576378822327,0.30093464255332947,0.5547070503234863,-0.1064244955778122,0.2731596827507019,0.42022961378097534,-0.06243230774998665,0.2871755063533783,0.5940560102462769,-0.09138023108243942,0.2627815008163452,0.581827700138092,-0.09627335518598557,0.2553279995918274,0.5353434681892395,-0.10372181236743927,0.2205321192741394,0.44014763832092285,-0.07234804332256317,0.23603209853172302,0.609419584274292,-0.09287752211093903,0.22066587209701538,0.5857698917388916,-0.0880877748131752,0.2219630628824234,0.5368601083755493,-0.08825015276670456,0.17680174112319946,0.4675043821334839,-0.08637300878763199,0.19712509214878082,0.6009323596954346,-0.0975545197725296,0.1868092119693756,0.5821107625961304,-0.0949859544634819,0.18121224641799927,0.5373674631118774,-0.0958271473646164
.\dataset\Eleven\img_002.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.\dataset\Eleven\img_003.jpg,0.13107554614543915,0.4808793365955353,-4.934492494612641e-07,0.24306747317314148,0.5161933898925781,-0.02364211343228817,0.33892032504081726,0.5413154363632202,-0.04614783450961113,0.38944491744041443,0.5670682191848755,-0.06815313547849655,0.37406614422798157,0.5882053375244141,-0.08678445219993591,0.3337506949901581,0.42235302925109863,-0.054339271038770676,0.3550403416156769,0.5662319660186768,-0.08504385501146317,0.32700249552726746,0.5852808356285095,-0.0984795093536377,0.31224754452705383,0.5604429244995117,-0.10918227583169937,0.2764798104763031,0.4214053750038147,-0.06378301233053207,0.2883528769016266,0.6000691056251526,-0.09410697221755981,0.2616351842880249,0.5854885578155518,-0.09927722066640854,0.2543126940727234,0.5366145968437195,-0.10683643817901611,0.22185665369033813,0.43982917070388794,-0.07461637258529663,0.2346201241016388,0.6121609210968018,-0.09675776958465576,0.21688294410705566,0.5867819786071777,-0.09215281158685684,0.21825286746025085,0.5370499491691589,-0.092324398458004,0.1754070520401001,0.46621423959732056,-0.08940957486629486,0.1922338604927063,0.6011230945587158,-0.10200263559818268,0.18017266690731049,0.5805413126945496,-0.09993179142475128,0.17532363533973694,0.5342116951942444,-0.10089469701051712
.\dataset\Eleven\img_004.jpg,0.23039142787456512,0.8673722743988037,-3.9610637259102077e-07,0.292076975107193,0.8060925602912903,-0.04116187244653702,0.34678274393081665,0.7389970421791077,-0.0775117427110672,0.34516745805740356,0.7278611660003662,-0.11045608669519424,0.29765114188194275,0.7873671650886536,-0.14002899825572968,0.23022869229316711,0.5666358470916748,-0.07373069226741791,0.30423077940940857,0.6294586658477783,-0.11507882177829742,0.32624316215515137,0.710550844669342,-0.14185550808906555,0.3119954466819763,0.7265039086341858,-0.16144874691963196,0.1645476520061493,0.6120884418487549,-0.07996827363967896,0.24985775351524353,0.7062047123908997,-0.11067613959312439,0.27876272797584534,0.7740848064422607,-0.1219760850071907,0.2689224183559418,0.7690152525901794,-0.13485245406627655,0.1250091791152954,0.6848176717758179,-0.08848050236701965,0.20986083149909973,0.7736272811889648,-0.11171700805425644,0.2365230917930603,0.8156551122665405,-0.10779953747987747,0.22098061442375183,0.7971869707107544,-0.10929246991872787,0.10087749361991882,0.7603442072868347,-0.10195150971412659,0.17165055871009827,0.8304600715637207,-0.11327047646045685,0.19949039816856384,0.8521794080734253,-0.10598764568567276,0.19220732152462006,0.8361128568649292,-0.10319533199071884
.\dataset\Eleven\img_005.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.\dataset\Eleven\img_006.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.\dataset\Eleven\img_007.jpg,0.7417618036270142,0.5627173185348511,-9.491329819866223e-07,0.6574907302856445,0.5441945195198059,-0.022380976006388664,0.5832158327102661,0.47520744800567627,-0.034658946096897125,0.53328537940979,0.4190904498100281,-0.04375743120908737,0.48752665519714355,0.3886440098285675,-0.049422487616539,0.6312456727027893,0.33353084325790405,-0.04854694753885269,0.6070857644081116,0.40331241488456726,-0.06677456945180893,0.6281468868255615,0.46831393241882324,-0.07020264863967896,0.6451005339622498,0.5098215937614441,-0.07186760753393173,0.6775754690170288,0.32032203674316406,-0.049454450607299805,0.6535191535949707,0.395102858543396,-0.078628309071064,0.6635106801986694,0.4748690128326416,-0.08921395242214203,0.6743251085281372,0.5296140909194946,-0.09578227251768112,0.7256371974945068,0.33130547404289246,-0.050038039684295654,0.7043969631195068,0.3825470805168152,-0.08690991252660751,0.697583794593811,0.4652969241142273,-0.0917891338467598,0.6958734393119812,0.5230569839477539,-0.08951906859874725,0.7700427770614624,0.35748931765556335,-0.05028791353106499,0.7719098925590515,0.29249313473701477,-0.08259819447994232,0.7764555811882019,0.2447555959224701,-0.09324488043785095,0.7791193127632141,0.2008819431066513,-0.09721984714269638
.\dataset\Eleven\img_008.jpg,0.2418258637189865,0.6037771701812744,-5.912248752792948e-07,0.2951829731464386,0.5613992214202881,-0.02197844348847866,0.3493095338344574,0.48986995220184326,-0.035959064960479736,0.35376307368278503,0.4255746006965637,-0.04947996139526367,0.3094254732131958,0.42641913890838623,-0.05904749408364296,0.2911830544471741,0.3647816479206085,-0.01295384205877781,0.321213960647583,0.37145087122917175,-0.04232749715447426,0.32090410590171814,0.432660311460495,-0.06127455458045006,0.30817216634750366,0.4422292411327362,-0.07244444638490677,0.2513171434402466,0.3673909604549408,-0.01703939028084278,0.2843661904335022,0.3999638855457306,-0.042088042944669724,0.28834640979766846,0.4611847996711731,-0.05206891521811485,0.2754330039024353,0.46055492758750916,-0.056269437074661255,0.2168445885181427,0.38935935497283936,-0.02509027160704136,0.24854128062725067,0.43355244398117065,-0.050381291657686234,0.2563391625881195,0.4866747260093689,-0.04986996948719025,0.24390903115272522,0.48392218351364136,-0.04569106921553612,0.1856897473335266,0.41849270462989807,-0.035554710775613785,0.21359527111053467,0.4505377411842346,-0.04744749143719673,0.2230524867773056,0.48942840099334717,-0.04183201119303703,0.21444062888622284,0.4920082986354828,-0.035139065235853195
.\dataset\Eleven\img_009.jpg,0.8180766105651855,0.4592633843421936,-7.523707949985692e-07,0.7488569617271423,0.42683902382850647,-0.04336230084300041,0.6839576959609985,0.37779301404953003,-0.08107595145702362,0.6243512034416199,0.35750800371170044,-0.11476095020771027,0.569341778755188,0.3594065010547638,-0.14450906217098236,0.7376391291618347,0.17612779140472412,-0.07435287535190582,0.6966249942779541,0.24872010946273804,-0.116860531270504,0.7003682851791382,0.336398184299469,-0.1376994550228119,0.7062034010887146,0.3930717706680298,-0.14610928297042847,0.7944868803024292,0.1760730892419815,-0.07384806126356125,0.7512921690940857,0.24893781542778015,-0.12189650535583496,0.7429453134536743,0.34311383962631226,-0.14016158878803253,0.741237998008728,0.40389305353164673,-0.1479950249195099,0.8467728495597839,0.21308369934558868,-0.07579145580530167,0.8149150609970093,0.2591523826122284,-0.12546557188034058,0.7896435856819153,0.3472864627838135,-0.13192905485630035,0.7745050191879272,0.40936970710754395,-0.12643834948539734,0.8893221616744995,0.26417678594589233,-0.0797257348895073,0.8925026059150696,0.198557049036026,-0.11173827946186066,0.8958654999732971,0.1477658450603485,-0.11818622052669525,0.9008423089981079,0.10201077163219452,-0.11746593564748764
.\dataset\Eleven\img_010.jpg,0.7575721740722656,0.6324476003646851,-1.2917054164063302e-06,0.659716784954071,0.6070350408554077,-0.02386915124952793,0.5641266107559204,0.4903367757797241,-0.033188141882419586,0.503372848033905,0.403499037027359,-0.04839988797903061,0.4415000379085541,0.3737117350101471,-0.05744893476366997,0.6179507374763489,0.3580557703971863,-0.0034709263127297163,0.5786804556846619,0.32085007429122925,-0.0536235086619854,0.6101217865943909,0.42120611667633057,-0.07663115859031677,0.6358350515365601,0.4767756462097168,-0.08209171146154404,0.676687479019165,0.33460214734077454,-0.01115370448678732,0.6424131989479065,0.3119714856147766,-0.07865593582391739,0.6676473617553711,0.42930540442466736,-0.1005595400929451,0.6871820092201233,0.493629515171051,-0.09961456060409546,0.7368792295455933,0.326995849609375,-0.026766328141093254,0.7025830149650574,0.29930901527404785,-0.0939338281750679,0.7050286531448364,0.4265988767147064,-0.09615204483270645,0.7065118551254272,0.5095556974411011,-0.07680448144674301,0.7929160594940186,0.3260308504104614,-0.04384978860616684,0.770892858505249,0.21988308429718018,-0.0819539800286293,0.7505553960800171,0.15427374839782715,-0.09031837433576584,0.7265652418136597,0.0893816202878952,-0.08698325604200363
.\dataset\Eleven\img_011.jpg,0.5956498384475708,0.519180178642273,-4.69552446702437e-07,0.5293137431144714,0.5647580027580261,-0.02498660609126091,0.452600359916687,0.5477215051651001,-0.0434354729950428,0.4074651598930359,0.5236684679985046,-0.06024603173136711,0.383381724357605,0.5015416145324707,-0.0733633041381836,0.4212089478969574,0.41200950741767883,-0.057458337396383286,0.3746095895767212,0.35992440581321716,-0.10132002085447311,0.39689481258392334,0.4281150996685028,-0.11684612929821014,0.42510002851486206,0.4841963052749634,-0.12267652153968811,0.4560713768005371,0.3807280361652374,-0.06437796354293823,0.4218827784061432,0.37734168767929077,-0.11754368245601654,0.4507909417152405,0.47420158982276917,-0.12438688427209854,0.4785855710506439,0.5267691612243652,-0.12042126059532166,0.5028908252716064,0.3693997263908386,-0.07564287632703781,0.4750763177871704,0.3824603855609894,-0.1281006932258606,0.4898753762245178,0.4862906038761139,-0.1299789398908615,0.5050824880599976,0.5506934523582458,-0.12192901968955994,0.5520327091217041,0.3723650574684143,-0.08795707672834396,0.5353908538818359,0.3043687343597412,-0.13709929585456848,0.5161826610565186,0.26903223991394043,-0.15533152222633362,0.49368321895599365,0.22561335563659668,-0.16115613281726837
.\dataset\Eleven\img_012.jpg,0.8616423606872559,0.6832473278045654,-7.621110285072064e-07,0.778708815574646,0.6762017607688904,-0.047772523015737534,0.6856012344360352,0.6057413220405579,-0.0725478082895279,0.610619068145752,0.5695706009864807,-0.09235235303640366,0.5471028685569763,0.5595588684082031,-0.10295219719409943,0.7066044807434082,0.42211809754371643,-0.03286343440413475,0.71272873878479,0.43865489959716797,-0.0699075311422348,0.7374786138534546,0.5187914371490479,-0.08740371465682983,0.7441904544830322,0.54547518491745,-0.09661262482404709,0.7631191611289978,0.39509081840515137,-0.028135737404227257,0.7688130140304565,0.4250197112560272,-0.07184553891420364,0.7812052965164185,0.5177199840545654,-0.0845910832285881,0.7769772410392761,0.5341320037841797,-0.08631806075572968,0.825743556022644,0.4014420211315155,-0.030252249911427498,0.8277097344398499,0.4134517312049866,-0.0787668526172638,0.8322041034698486,0.50199294090271,-0.07267899066209793,0.8266397714614868,0.5313930511474609,-0.057319652289152145,0.8843223452568054,0.4230629801750183,-0.035807762295007706,0.8687744140625,0.36942967772483826,-0.06723009794950485,0.859966516494751,0.32642480731010437,-0.06526777893304825,0.8505777716636658,0.2665976881980896,-0.056562259793281555
.\dataset\Eleven\img_013.jpg,0.22098645567893982,0.45399895310401917,-2.4885278548936185e-07,0.3391748368740082,0.4718545377254486,-0.011972692795097828,0.4381602704524994,0.4969159960746765,-0.03645266592502594,0.4819372296333313,0.5493227243423462,-0.062109388411045074,0.45358869433403015,0.5863295793533325,-0.0848807692527771,0.4287745952606201,0.35206523537635803,-0.06391212344169617,0.4652773439884186,0.5014090538024902,-0.09228427708148956,0.4338121712207794,0.5281347036361694,-0.09840855002403259,0.4105016887187958,0.49869590997695923,-0.10406067222356796,0.37239179015159607,0.35520920157432556,-0.08038165420293808,0.41313454508781433,0.520721435546875,-0.10608665645122528,0.38307544589042664,0.5324766635894775,-0.10086043924093246,0.3734562397003174,0.48909759521484375,-0.10175791382789612,0.3170475363731384,0.3800320625305176,-0.09648454189300537,0.3564205467700958,0.5336430668830872,-0.11380159854888916,0.3373147249221802,0.5355405807495117,-0.10118450969457626,0.32970333099365234,0.491781085729599,-0.09681002795696259,0.2665342390537262,0.4108765721321106,-0.11496845632791519,0.3070972263813019,0.5277093052864075,-0.12224021553993225,0.30088484287261963,0.5278658270835876,-0.11405092477798462,0.29085880517959595,0.4892320930957794,-0.11204738914966583
.\dataset\Eleven\img_014.jpg,0.30178025364875793,0.5652217268943787,-3.9185738387459423e-07,0.3515423536300659,0.5354482531547546,-0.055301882326602936,0.39557427167892456,0.4487340450286865,-0.08611474186182022,0.38324421644210815,0.36959993839263916,-0.1086430549621582,0.32614049315452576,0.34572213888168335,-0.12094297260046005,0.3607104420661926,0.28409403562545776,-0.03919282183051109,0.3869946300983429,0.294678270816803,-0.08729039132595062,0.38339942693710327,0.37744078040122986,-0.11193984001874924,0.36326372623443604,0.3774058222770691,-0.12647150456905365,0.30237889289855957,0.28015872836112976,-0.031581223011016846,0.3246658444404602,0.3064848482608795,-0.07977380603551865,0.3334631621837616,0.3992782533168793,-0.08809414505958557,0.32032737135887146,0.3834328353404999,-0.08568328619003296,0.2525785267353058,0.30956166982650757,-0.0329873226583004,0.2787875533103943,0.3595702648162842,-0.07879506796598434,0.2981785237789154,0.4300541579723358,-0.0707564428448677,0.2872638404369354,0.41163328289985657,-0.058012183755636215,0.2106388956308365,0.3513517379760742,-0.03975555673241615,0.24414987862110138,0.41122591495513916,-0.06956563889980316,0.26006150245666504,0.45363274216651917,-0.06940428167581558,0.24883289635181427,0.4328958988189697,-0.06372541934251785
.\dataset\Eleven\img_015.jpg,0.8440263271331787,0.46860700845718384,-6.694488092762185e-07,0.7866477370262146,0.43226557970046997,-0.04265371337532997,0.7379584312438965,0.36323708295822144,-0.07072428613901138,0.6957842111587524,0.30655235052108765,-0.09299006313085556,0.6516245603561401,0.2715757191181183,-0.10873442143201828,0.8038319945335388,0.24675408005714417,-0.06224260851740837,0.8207715153694153,0.26376762986183167,-0.0857929140329361,0.8144626021385193,0.33741509914398193,-0.08793801069259644,0.8039330840110779,0.36934947967529297,-0.08680986613035202,0.855792224407196,0.24906617403030396,-0.05519300699234009,0.8640682101249695,0.2760353982448578,-0.0863320529460907,0.8446234464645386,0.35244739055633545,-0.09101478010416031,0.8287801146507263,0.37911421060562134,-0.09107516705989838,0.9014939069747925,0.2759169936180115,-0.05010472610592842,0.9088253378868103,0.28041326999664307,-0.08752083033323288,0.8851844668388367,0.35104286670684814,-0.08539098501205444,0.8650858998298645,0.38573798537254333,-0.07626605778932571,0.936969518661499,0.309964120388031,-0.04679062217473984,0.9563913345336914,0.2505042850971222,-0.07075035572052002,0.9694188833236694,0.20898349583148956,-0.07217194139957428,0.9808133244514465,0.1634211540222168,-0.0691768229007721
